TIPO_DOCUMENTO;NUMERO_DOCUMENTO;DATA_EMISSAO_NF;FORNECEDOR;CNPJ_FORNECEDOR;VALOR_BRUTO;DATA_PAGAMENTO;APROVADO_POR;STATUS;arquivo_origem;data_processamento;tem_anomalia;DATA_EMISSAO;DESCRICAO_SERVICO;BANCO_DESTINO;(DATA_PAGAMENTO == DATA_EMISSAO) ? DATA_EMISSAO : DATA_PAGAMENTO;HASH_VERIFICACAO;DATE;DATE_PAYMENT;APPROVED_BY;Fornecedor;Data_Emissao_NF;Data_Pagamento;.STATUS;DATE_PAGAMENTO; VALOR_BRUTO;NUMBER_DOCUMENTO;NUMERO.Documento;DATASET;FORNECEDOR_DATA;VALOR_BRUTO_DATA;ESTADO; STATUS;TIPO DOCUMENTO;NUMERO DOCUMENTO;DATA EMISSAO NF;CNPJ FORNECEDOR;VALOR BRUTO;DATA PAGAMENTO;APROVADO POR;DATA_EMISSAO_NF_original;DATA_PAGAMENTO_original;Tipo_documento;Número_documento;Data_emissao_nf;CNPJ_fornecedor;Valor_bruto;Data_pagamento;Aprovado_por;Status;DATA ПAGAMENTO
NOTA_FISCAL;NF-30557;28/12/2024;DataCenter Cloud SA;23456789000112;4200.0;13/01/2025;Roberto Lima;PAGO;DOC_0754.txt;2026-04-22 01:40:35;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-15279;05/09/2024;Consultoria RH Parceiros;34567890000134;4200.0;06/10/2024;Ana Beatriz;PAGO;DOC_0755.txt;2026-04-22 01:40:37;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-28630;14/01/2024;DataCenter Cloud SA;23456789000112;10000.0;26/01/2024;Roberto Lima;PAGO;DOC_0756.txt;2026-04-22 01:40:45;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-26033;17/02/2023;Limpeza & Facilities;56789012000178;10000.0;21/03/2023;Carlos Mendes;PAGO;DOC_0757.txt;2026-04-22 01:40:47;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-72289;12/02/2023;Consultoria RH Parceiros;34567890000134;10000.0;01/03/2023;Roberto Lima;CANCELADO;DOC_0758.txt;2026-04-22 01:40:55;True;15/02/2023;;Bradesco Ag.0001 C/C 99887-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-21706;15/02/2025;Limpeza & Facilities;56789012000178;19500.0;24/02/2025;Roberto Lima;PENDENTE;DOC_0759.txt;2026-04-22 01:40:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-94661;2024-01-29;Limpeza & Facilities;56789012000178;1200000.0;2024-02-09;Maria Silva;PAGO;DOC_0760.txt;2026-04-22 01:41:00;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-35221;03/08/2024;DataCenter Cloud SA;23456789000112;10000.0;29/08/2024;Maria Silva;PAGO;DOC_0761.txt;2026-04-22 01:41:02;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-12486;05/08/2024;Limpeza & Facilities;56789012000178;19500.0;23/08/2024;Maria Silva;PAGO;DOC_0762.txt;2026-04-22 01:41:10;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-62664;19/12/2024;DataCenter Cloud SA;23456789000112;19500.0;19/01/2025;Fernanda Costa;PENDENTE;DOC_0763.txt;2026-04-22 01:41:17;True;;Hospedagem Cloud;Caixa Ag.0023 C/C 44321-0;;NLC0763717499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-60070;21/01/2023;TechSoft Ltda;12345678000190;600000.0;04/02/2023;Maria Silva;PENDENTE;DOC_0764.txt;2026-04-22 01:41:20;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-30214;11/04/2023;TechSoft Ltda;12345678000190;10000.0;30/04/2023;Carlos Mendes;PAGO;DOC_0765.txt;2026-04-22 01:41:22;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-22942;28/02/2023;Marketing Digital Pro;45678901000156;6000.0;22/03/2023;Maria Silva;CANCELADO;DOC_0766.txt;2026-04-22 01:41:30;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-74615;25/11/2023;DataCenter Cloud SA;23456789000112;4200.0;07/12/2023;Carlos Mendes;PAGO;DOC_0767.txt;2026-04-22 01:41:32;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-73461;28/04/2023;Limpeza & Facilities;56789012000178;12000.0;07/05/2023;Fernanda Costa;PAGO;DOC_0768.txt;2026-04-22 01:41:35;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-84481;16/01/2023;Marketing Digital Pro;45678901000156;4200.0;29/01/2023;Fernanda Costa;PAGO;DOC_0769.txt;2026-04-22 01:41:42;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-80455;12/10/2024;Marketing Digital Pro;45678901000156;6000.0;30/10/2024;Fernanda Costa;PAGO;DOC_0770.txt;2026-04-22 01:41:45;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-45822;09/02/2023;Limpeza & Facilities;56789012000178;10000.0;13/02/2023;Maria Silva;ESTORNADO;DOC_0771.txt;2026-04-22 01:41:47;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-31157;21/12/2023;Consultoria RH Parceiros;34567890000134;8500.0;22/01/2024;Fernanda Costa;PAGO;DOC_0772.txt;2026-04-22 01:41:54;True;;Gestão de Benefícios;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-37636;01/11/2023;Limpeza & Facilities;56789012000178;4200.0;07/11/2023;Fernanda Costa;CANCELADO;DOC_0773.txt;2026-04-22 01:41:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-54778;24/11/2024;Limpeza & Facilities;56789012000178;10000.0;10/12/2024;Ana Beatriz;PENDENTE;DOC_0774.txt;2026-04-22 01:42:04;True;;Jardinagem e Áreas Verdes;Banco do Brasil Ag.1234 C/C 56789-0;;NLC0774320855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-11255;12/01/2023;Marketing Digital Pro;45678901000156;6000.0;16/02/2023;Fernanda Costa;PAGO;DOC_0775.txt;2026-04-22 01:42:07;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-80601;18/07/2024;DataCenter Cloud SA;23456789000112;19500.0;21/08/2024;Fernanda Costa;PAGO;DOC_0776.txt;2026-04-22 01:42:14;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-70646;25/12/2023;Marketing Digital Pro;45678901000156;12000.0;24/01/2024;Carlos Mendes;PAGO;DOC_0777.txt;2026-04-22 01:42:22;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-90405;05/01/2023;DataCenter Cloud SA;23456789000112;3500.0;18/01/2023;Ana Beatriz;PAGO;DOC_0778.txt;2026-04-22 01:42:25;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-10935;2023-08-26;Consultoria RH Parceiros;34567890000134;3500.0;2023-09-13;Roberto Lima;PAGO;DOC_0779.txt;2026-04-22 01:42:27;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-18566;08/10/2023;Marketing Digital Pro;45678901000156;19500.0;31/10/2023;Fernanda Costa;PAGO;DOC_0780.txt;2026-04-22 01:42:30;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-98832;07/05/2023;DataCenter Cloud SA;23456789000112;8500.0;20/05/2023;Ana Beatriz;PAGO;DOC_0781.txt;2026-04-22 01:42:32;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-63330;25/11/2024;Limpeza & Facilities;56789012000178;3500.0;16/12/2024;Maria Silva;CANCELADO;DOC_0782.txt;2026-04-22 01:42:39;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-79784;18/05/2024;TechSoft Ltda;12345678000190;3500.0;03/06/2024;Maria Silva;CANCELADO;DOC_0783.txt;2026-04-22 01:42:42;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-19757;04/02/2024;Consultoria RH Parceiros;34567890000134;42000.0;13/02/2024;Maria Silva;CANCELADO;DOC_0784.txt;2026-04-22 01:42:49;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-87664;04/12/2023;DataCenter Cloud SA;23456789000112;4200.0;14/12/2023;Roberto Lima;PAGO;DOC_0785.txt;2026-04-22 01:42:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-19556;08/09/2023;Consultoria RH Parceiros;34567890000134;850000.0;15/09/2023;Maria Silva;PAGO;DOC_0786.txt;2026-04-22 01:42:59;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-14370;16/02/2025;Limpeza & Facilities;56789012000178;19500.0;25/02/2025;Maria Silva;PAGO;DOC_0787.txt;2026-04-22 01:43:02;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-18623;12/03/2025;Consultoria RH Parceiros;34567890000134;19500.0;17/03/2025;Ana Beatriz;CANCELADO;DOC_0788.txt;2026-04-22 01:43:04;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-88587;29/10/2023;TechSoft Ltda;12345678000190;0.0;26/11/2023;Fernanda Costa;PAGO;DOC_0789.txt;2026-04-22 01:43:12;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-95317;06/04/2024;Limpeza & Facilities;56789012000178;1500000.0;22/04/2024;Fernanda Costa;PENDENTE;DOC_0790.txt;2026-04-22 01:43:14;True;;Portaria e Recepção;Itaú Ag.5678 C/C 12345-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-87710;09/06/2024;TechSoft Ltda;12345678000190;8500.0;24/06/2024;Maria Silva;PAGO;DOC_0791.txt;2026-04-22 01:43:22;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-34369;12/10/2024;DataCenter Cloud SA;23456789000112;12000.0;31/10/2024;Roberto Lima;ESTORNADO;DOC_0792.txt;2026-04-22 01:43:24;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-29321;01/03/2023;DataCenter Cloud SA;23456789000112;15000.0;08/03/2023;Ana Beatriz;PAGO;DOC_0793.txt;2026-04-22 01:43:31;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-65320;26/10/2023;Consultoria RH Parceiros;34567890000134;6000.0;07/11/2023;Carlos Mendes;PAGO;DOC_0794.txt;2026-04-22 01:43:34;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-88612;16/10/2024;DataCenter Cloud SA;23456789000112;4200.0;16/11/2024;Carlos Mendes;ESTORNADO;DOC_0795.txt;2026-04-22 01:43:36;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-75002;19/09/2024;Consultoria RH Parceiros;34567890000134;12000.0;02/10/2024;Maria Silva;PAGO;DOC_0796.txt;2026-04-22 01:43:39;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-36911;07/12/2024;TechSoft Ltda;12345678000190;8500.0;18/12/2024;Roberto Lima;CANCELADO;DOC_0797.txt;2026-04-22 01:43:46;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-48086;07/01/2024;DataCenter Cloud SA;23456789000112;1200000.0;08/01/2024;Fernanda Costa;PAGO;DOC_0798.txt;2026-04-22 01:43:49;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-32843;14/02/2023;DataCenter Cloud SA;23456789000112;8500.0;15/02/2023;Carlos Mendes;PAGO;DOC_0799.txt;2026-04-22 01:43:51;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-59666;02/07/2023;Limpeza & Facilities;56789012000178;600000.0;09/07/2023;Maria Silva;PAGO;DOC_0800.txt;2026-04-22 01:43:59;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-18569;01/08/2023;TechSoft Ltda;12345678000190;8500.0;14/08/2023;Ana Beatriz;CANCELADO;DOC_0801.txt;2026-04-22 01:44:06;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-93380;23/03/2025;DataCenter Cloud SA;23456789000112;15000.0;31/03/2025;Ana Beatriz;CANCELADO;DOC_0802.txt;2026-04-22 01:44:09;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-76619;01/07/2024;TechSoft Ltda;12345678000190;12000.0;12/07/2024;Maria Silva;PAGO;DOC_0803.txt;2026-04-22 01:44:11;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-75350;14/01/2025;Marketing Digital Pro;45678901000156;4200.0;17/01/2025;Fernanda Costa;PENDENTE;DOC_0804.txt;2026-04-22 01:44:13;True;11/01/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-93637;24/11/2023;Marketing Digital Pro;45678901000156;19500.0;19/12/2023;Roberto Lima;CANCELADO;DOC_0805.txt;2026-04-22 01:44:21;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-65708;31/07/2023;Limpeza & Facilities;56789012000178;19500.0;09/08/2023;Roberto Lima;PAGO;DOC_0806.txt;2026-04-22 01:44:23;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-78002;15/01/2024;Limpeza & Facilities;56789012000178;4200.0;28/01/2024;Maria Silva;ESTORNADO;DOC_0807.txt;2026-04-22 01:44:31;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-63602;17/04/2024;DataCenter Cloud SA;23456789000112;12000.0;08/05/2024;Roberto Lima;CANCELADO;DOC_0808.txt;2026-04-22 01:44:38;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-57067;07/10/2023;Marketing Digital Pro;45678901000156;6000.0;20/10/2023;Carlos Mendes;PAGO;DOC_0809.txt;2026-04-22 01:44:40;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-81568;14/03/2025;Consultoria RH Parceiros;34567890000134;42000.0;24/03/2025;Maria Silva;PAGO;DOC_0810.txt;2026-04-22 01:44:43;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-81188;20/11/2024;Consultoria RH Parceiros;34567890000134;10000.0;03/12/2024;Carlos Mendes;PAGO;DOC_0811.txt;2026-04-22 01:44:45;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-95733;14/10/2023;TechSoft Ltda;12345678000190;15000.0;12/11/2023;Fernanda Costa;ESTORNADO;DOC_0812.txt;2026-04-22 01:44:53;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-70476;17/08/2023;DataCenter Cloud SA;23456789000112;8500.0;30/08/2023;Carlos Mendes;ESTORNADO;DOC_0813.txt;2026-04-22 01:44:55;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;;07/07/2023;TechSoft Ltda;12345678000190;15000.0;26/07/2023;Roberto Lima;PAGO;DOC_0814.txt;2026-04-22 01:44:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-65799;09/11/2023;Limpeza & Facilities;56789012000178;195000.0;03/12/2023;Ana Beatriz;CANCELADO;DOC_0815.txt;2026-04-22 01:45:05;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-59980;30/11/2023;Marketing Digital Pro;45678901000156;3500.0;19/12/2023;Carlos Mendes;CANCELADO;DOC_0816.txt;2026-04-22 01:45:08;True;30/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-93755;01/07/2024;Marketing Digital Pro;45678901000156;195000.0;14/07/2024;Ana Beatriz;ESTORNADO;DOC_0817.txt;2026-04-22 01:45:15;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-34470;13/04/2023;TechSoft Ltda;12345678000190;6000.0;09/05/2023;Fernanda Costa;PAGO;DOC_0818.txt;2026-04-22 01:45:17;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-58319;2023-10-17;TechSoft Ltda;12345678000190;1000000.0;2023-10-25;Maria Silva;PAGO;DOC_0819.txt;2026-04-22 01:45:25;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-72685;28/11/2023;TechSoft Ltda;12345678000190;15000.0;29/12/2023;Maria Silva;CANCELADO;DOC_0820.txt;2026-04-22 01:45:27;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-87003;30/07/2023;TechSoft Ltda;12345678000190;10000.0;05/08/2023;Roberto Lima;PAGO;DOC_0821.txt;2026-04-22 01:45:35;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-78925;10/10/2023;Limpeza & Facilities;56789012000178;60000.0;17/10/2023;Maria Silva;PAGO;DOC_0822.txt;2026-04-22 01:45:37;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-48987;12/04/2024;Limpeza & Facilities;56789012000178;3500.0;01/05/2024;Ana Beatriz;PENDENTE;DOC_0823.txt;2026-04-22 01:45:40;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-61583;2024-02-29;Limpeza & Facilities;56789012000178;1500000.0;2024-03-09;Roberto Lima;PAGO;DOC_0824.txt;2026-04-22 01:45:42;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-82459;06/06/2023;TechSoft Ltda;12345678000190;10000.0;20/06/2023;Carlos Mendes;CANCELADO;DOC_0825.txt;2026-04-22 01:45:50;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-37180;08/02/2025;Consultoria RH Parceiros;34567890000134;120000.0;16/02/2025;Roberto Lima;PAGO;DOC_0826.txt;2026-04-22 01:45:52;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-61992;23/01/2023;TechSoft Ltda;12345678000190;19500.0;31/01/2023;Ana Beatriz;PAGO;DOC_0827.txt;2026-04-22 01:46:00;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-20819;27/04/2023;TechSoft Ltda;12345678000190;12000.0;21/05/2023;Roberto Lima;PAGO;DOC_0828.txt;2026-04-22 01:46:02;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-33230;2023-05-22;DataCenter Cloud SA;23456789000112;60000.0;2023-06-09;Maria Silva;PAGO;DOC_0829.txt;2026-04-22 01:46:05;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-33322;17/06/2023;TechSoft Ltda;12345678000190;3500.0;25/06/2023;Carlos Mendes;PENDENTE;DOC_0830.txt;2026-04-22 01:46:07;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-88407;28/03/2024;TechSoft Ltda;12345678000190;4200.0;20/04/2024;Ana Beatriz;PAGO;DOC_0831.txt;2026-04-22 01:46:15;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-65270;2025-02-23;TechSoft Ltda;12345678000190;12000.0;2025-03-03;Carlos Mendes;PAGO;DOC_0832.txt;2026-04-22 01:46:17;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-15768;11/07/2023;TechSoft Ltda;12345678000190;4200.0;07/08/2023;Maria Silva;PAGO;DOC_0833.txt;2026-04-22 01:46:25;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-66083;27/11/2023;Limpeza & Facilities;56789012000178;8500.0;12/12/2023;Carlos Mendes;CANCELADO;DOC_0834.txt;2026-04-22 01:46:27;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-61011;17/04/2023;DataCenter Cloud SA;23456789000112;6000.0;01/05/2023;Roberto Lima;PAGO;DOC_0835.txt;2026-04-22 01:46:29;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-49522;09/03/2023;Marketing Digital Pro;45678901000156;12000.0;31/03/2023;Maria Silva;CANCELADO;DOC_0836.txt;2026-04-22 01:46:37;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-92689;11/04/2023;Limpeza & Facilities;56789012000178;600000.0;08/05/2023;Maria Silva;PENDENTE;DOC_0837.txt;2026-04-22 01:46:39;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-89761;02/12/2023;Marketing Digital Pro;45678901000156;12000.0;13/12/2023;Maria Silva;PAGO;DOC_0838.txt;2026-04-22 01:46:42;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-12780;02/06/2024;Marketing Digital Pro;45678901000156;8500.0;28/06/2024;Fernanda Costa;PAGO;DOC_0839.txt;2026-04-22 01:46:49;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-59089;2023-08-28;TechSoft Ltda;12345678000190;85000.0;2023-09-24;Maria Silva;PAGO;DOC_0840.txt;2026-04-22 01:46:51;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-27598;04/06/2023;Consultoria RH Parceiros;34567890000134;3500.0;18/06/2023;Fernanda Costa;PENDENTE;DOC_0841.txt;2026-04-22 01:46:59;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-41752;2024-06-14;Consultoria RH Parceiros;34567890000134;1000000.0;2024-07-13;Carlos Mendes;PENDENTE;DOC_0842.txt;2026-04-22 01:47:02;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-34057;06/11/2024;Limpeza & Facilities;56789012000178;8500.0;19/11/2024;Roberto Lima;PENDENTE;DOC_0843.txt;2026-04-22 01:47:05;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-32764;18/05/2024;TechSoft Ltda;12345678000190;3500.0;21/05/2024;Carlos Mendes;PAGO;DOC_0844.txt;2026-04-22 01:47:12;True;;;;;;2024-05-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-42102;30/08/2023;Limpeza & Facilities;56789012000178;15000.0;16/09/2023;Ana Beatriz;PAGO;DOC_0845.txt;2026-04-22 01:47:15;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-57131;03/11/2023;DataCenter Cloud SA;23456789000112;19500.0;17/11/2023;Ana Beatriz;PAGO;DOC_0846.txt;2026-04-22 01:47:17;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-66019;24/04/2024;Marketing Digital Pro;45678901000156;15000.0;12/05/2024;Roberto Lima;CANCELADO;DOC_0847.txt;2026-04-22 01:47:25;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-69454;31/08/2024;TechSoft Ltda;12345678000190;6000.0;19/09/2024;Roberto Lima;PAGO;DOC_0848.txt;2026-04-22 01:47:27;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-11682;14/03/2023;Marketing Digital Pro;45678901000156;19500.0;26/03/2023;Carlos Mendes;PAGO;DOC_0849.txt;2026-04-22 01:47:35;True;15/03/2023;Campanha Google Ads;Banco do Brasil Ag.1234 C/C 56789-0;;NLC0849625021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-94023;16/02/2024;Consultoria RH Parceiros;34567890000134;15000.0;20/03/2024;João Ninguém;PAGO;DOC_0850.txt;2026-04-22 01:47:37;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-43457;09/02/2023;TechSoft Ltda;12345678000190;15000.0;11/03/2023;Carlos Mendes;CANCELADO;DOC_0851.txt;2026-04-22 01:47:40;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-72616;12/10/2024;Consultoria RH Parceiros;34567890000134;3500.0;04/11/2024;Roberto Lima;PAGO;DOC_0852.txt;2026-04-22 01:47:47;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-43330;10/12/2024;Consultoria RH Parceiros;34567890000134;6000.0;06/01/2025;Fernanda Costa;PAGO;DOC_0853.txt;2026-04-22 01:47:50;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-65436;13/01/2023;Limpeza & Facilities;56789012000178;15000.0;17/01/2023;Fernanda Costa;PAGO;DOC_0854.txt;2026-04-22 01:47:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
